1, Test Method "scenarios.AuthNewUser.authenticateAsNewAdmin" failed. Please investigate and open a new Issue if needed.
2, Test Method "scenarios.addNewLocation.updateNewLocation" failed. Please investigate and open a new Issue if needed.
